"congress.classifications","languages","subjects","title","type","downloads","id","rank","url","author.birth","author.death","author.name","publication.day","publication.full","publication.month","publication.month.name","publication.year","formats.total","formats.types","automated.readability.index","coleman.liau.index","dale.chall.readability.score","difficult.words","flesch.kincaid.grade","flesch.reading.ease","gunning.fog","linsear.write.formula","smog.index","polarity","subjectivity","average.letter.per.word","average.sentence.length","average.sentence.per.word","characters","polysyllables","sentences","syllables","words","language.en","language.de","language.es","language.fr","language.it","language.la","language.nl","language.pt","language.ru","language.tl"
"BL","en","Mythology, Assyro-Babylonian;Assyro-Babylonian religion","Myths of Babylonia and Assyria","Text",609,16653,645,"https://www.gutenberg.org/ebooks/16653",1873,1936,"Mackenzie, Donald A. (Donald Alexander)",5,"September 5, 2005",9,"September",2005,8,"text/plain; charset=utf-8,text/plain; charset=us-ascii,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",13.4,12.82,6.25,15745,9.9,59.64,10,3,8.8,0.114449808259884,0.466632707388595,5.19,20,0.05,798355,7775,7383,230048.1,153732,1,0,0,0,0,0,0,0,0,0
"PG","en","Satire,Humorous stories,Swindlers and swindling -- Russia -- Fiction,Russia -- Social life and customs -- 1533-1917 -- Fiction","Dead Souls","Text",607,1081,646,"https://www.gutenberg.org/ebooks/1081",1809,1852,"Gogol, Nikolai Vasilevich",1,"October, 1997",10,"October",1997,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",12.1,11.14,6.26,14633,8.7,68.1,10,6.5,3.1,0.0967772319525938,0.477572918582561,4.9,20,0.05,695178,4748,6764,200611.8,141946,1,0,0,0,0,0,0,0,0,0
"PK","en","Epic literature, Sanskrit","The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1: Books 1, 2 and 3","Text",606,15474,647,"https://www.gutenberg.org/ebooks/15474",0,0,"Unknown",26,"March 26, 2005",3,"March",2005,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",12.3,11.66,1.75,30318,9.9,59.64,10,6.5,3.1,0.213324245443348,0.55717477240578,4.99,20,0.05,3154531,22524,30974,917923.5,631885,1,0,0,0,0,0,0,0,0,0
"PR","en","Country life -- Fiction,Barsetshire (England: Imaginary place) -- Fiction,Great Britain -- History -- 19th century -- Fiction,Physicians -- Fiction,England -- Social life and customs -- 19th century -- Fiction,Nieces -- Fiction,Inheritance and succession -- Fiction,Domestic fiction,Love stories","Doctor Thorne","Text",606,3166,648,"https://www.gutenberg.org/ebooks/3166",1815,1882,"Trollope, Anthony",1,"April, 2002",4,"April",2002,8,"application/rdf+xml,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",9.9,9.63,5.55,13959,6.8,78.59,9.2,1.5,3.1,0.114194680801051,0.520033970232337,4.64,18,0.05,1006262,5359,11486,285761.7,216995,1,0,0,0,0,0,0,0,0,0
"PN","en","Detective and mystery stories","Library of the World's Best Mystery and Detective Stories","Text",603,12758,649,"https://www.gutenberg.org/ebooks/12758",0,0,"Unknown",28,"June 28, 2004",6,"June",2004,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",10.5,10.33,6.34,11298,8.3,69.11,9.6,10.5,3.1,0.0912075658776275,0.502426700018411,4.76,19,0.05,482758,2649,5326,138854.7,101411,1,0,0,0,0,0,0,0,0,0
"T","en","Drawing instruments,Mechanical drawing","Mechanical Drawing Self-Taught: Comprising instructions in the selection and preparation of drawing instruments, elementary instruction in practical mechanical drawing; together with examples in simple geometry and elementary mechanism, including screw threads, gear wheels, mechanical motions, engines and boilers","Text",603,23319,650,"https://www.gutenberg.org/ebooks/23319",0,0,"Rose, Joshua",4,"November 4, 2007",11,"November",2007,8,"application/rdf+xml,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",13.3,11.2,6.08,5722,8.7,73.51,11.2,6.5,3.1,0.0778305421357256,0.408846213209198,4.86,23,0.04,336206,2578,2915,92318.4,69205,1,0,0,0,0,0,0,0,0,0
"PR","en","Private investigators -- England -- Fiction;Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction","The Return of Sherlock Holmes","Text",601,221,651,"https://www.gutenberg.org/ebooks/221",1859,1930,"Doyle, Arthur Conan",10,"July 10, 2008",7,"July",2008,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7.7,8.98,5.66,9463,5.2,82.65,7.6,2,3.1,0.0732607513765039,0.490988522051721,4.63,14,0.07,520468,2375,7654,149505.3,112404,1,0,0,0,0,0,0,0,0,0
"PR","en","Fathers and daughters -- Fiction,Dysfunctional families -- Fiction,Family-owned business enterprises -- Fiction,England -- Fiction,Businesspeople -- Fiction,Domestic fiction","Dombey and Son","Text",601,821,652,"https://www.gutenberg.org/ebooks/821",1812,1870,"Dickens, Charles",1,"February, 1997",2,"February",1997,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",11.9,10.68,5.74,23846,7.9,75.54,10.4,4.5,3.1,0.100146883988181,0.505710584903043,4.82,21,0.05,1708731,9150,16660,478006.2,354829,1,0,0,0,0,0,0,0,0,0
"DS","en","Egypt -- History -- To 332 B.C.;History, Ancient","History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent Discovery","Text",600,17321,653,"https://www.gutenberg.org/ebooks/17321",1869,1919,"King, L. W. (Leonard William)",16,"December 16, 2005",12,"December",2005,9,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",15.9,11.9,6.42,10456,12.6,52.53,12.8,13,8.8,0.123903647367946,0.437435075378335,4.98,27,0.04,568016,5887,4105,168993,114152,1,0,0,0,0,0,0,0,0,0
"BL","en","Philosophy, Chinese;Taoism -- Sacred books","The Tao Teh King, or the Tao and its Characteristics","Text",600,216,654,"https://www.gutenberg.org/ebooks/216",0,0,"Laozi",1,"February, 1995",2,"February",1995,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,text/plain",11.1,9.98,6.8,1468,7.6,76.56,10,10.5,3.1,0.148883622599037,0.53377880610094,4.7,20,0.05,50124,290,513,13888.8,10657,1,0,0,0,0,0,0,0,0,0
"PR,PZ","de","Fantasy","Alice's Abenteuer im Wunderland","Text",599,19778,655,"https://www.gutenberg.org/ebooks/19778",1832,1898,"Carroll, Lewis",28,"February 28, 2007",2,"February",2007,6,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",11.8,13.69,6.68,3718,6.8,73.17,8,4,3.1,0.414417146381579,0.538157894736842,5.39,15,0.06,137490,459,1637,34974.9,25515,0,1,0,0,0,0,0,0,0,0
"PS","en","Science fiction,War stories,Weapons -- Fiction","The Variable Man","Text",599,32154,656,"https://www.gutenberg.org/ebooks/32154",1928,1982,"Dick, Philip K.",27,"April 27, 2010",4,"April",2010,8,"image/jpeg,text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",6.9,10.47,6.16,3372,4.1,80.28,5.2,4.5,3.1,0.0236268184298731,0.467258018993206,5.09,8,0.11,127398,665,2868,35286.3,25044,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"Pen Pal","Text",599,51286,657,"https://www.gutenberg.org/ebooks/51286",1928,2008,"Marlowe, Stephen",23,"February 23, 2016",2,"February",2016,8,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.5,10.49,6.89,857,6,75.2,7.2,6.5,3.1,0.10189858985161,0.494578966894403,4.89,13,0.07,25306,138,373,7146,5179,1,0,0,0,0,0,0,0,0,0
"PS","en","Science fiction;Dejah Thoris (Fictitious character) -- Fiction;Carter, John (Fictitious character) -- Fiction;Mars (Planet) -- Fiction","Warlord of Mars","Text",599,68,658,"https://www.gutenberg.org/ebooks/68",1875,1950,"Burroughs, Edgar Rice",1,"June, 1993",6,"June",1993,6,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",13.9,10.04,6.45,5516,9.9,70.47,12.4,25.5,3.1,0.0757198653021337,0.48139038006131,4.66,26,0.04,266383,1184,2134,76756.5,57129,1,0,0,0,0,0,0,0,0,0
"PT","en","Fairy tales -- Germany","Household Stories by the Brothers Grimm","Text",598,19068,659,"https://www.gutenberg.org/ebooks/19068",1786,1859,"Grimm, Wilhelm",17,"August 17, 2006",8,"August",2006,8,"image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",10.7,8.48,5.54,4585,7.2,82.98,10.8,11.5,3.1,0.104862457865294,0.47581632831457,4.39,22,0.04,389881,488,3881,106541.1,88728,1,0,0,0,0,0,0,0,0,0
"PS","en","Essays,Short stories,Storytelling","How to Tell a Story, and Other Essays","Text",598,3250,660,"https://www.gutenberg.org/ebooks/3250",1835,1910,"Twain, Mark",20,"August 20, 2006",8,"August",2006,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.5,9.4,7.09,1127,7.6,76.56,10,11,3.1,0.095350187893523,0.462639708381896,4.6,20,0.05,33284,195,351,9561.6,7236,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"My Strange Rescue: and other stories of Sport and Adventure in Canada","Text",598,51308,661,"https://www.gutenberg.org/ebooks/51308",1855,1907,"Oxley, J. Macdonald (James Macdonald)",26,"February 26, 2016",2,"February",2016,10,"image/jpeg,text/plain; charset=utf-8,text/plain; charset=us-ascii,text/x-rst,text/html; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",13,10.86,6.47,9085,9.9,65.05,11.2,11,3.1,0.115379898622982,0.504638845768855,4.8,23,0.04,406325,1922,3584,114395.4,84589,1,0,0,0,0,0,0,0,0,0
"PE","en","English language -- Prepositions,English language -- Synonyms and antonyms","English Synonyms and Antonyms: With Notes on the Correct Use of Prepositions","Text",597,28900,662,"https://www.gutenberg.org/ebooks/28900",1838,1918,"Fernald, James Champlin",21,"May 21, 2009",5,"May",2009,8,"application/rdf+xml,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain",15.7,17.22,6.62,26732,9.9,54.22,8.8,8.5,8.8,0.100512891751737,0.521708120263928,6,17,0.06,1184538,12298,11114,309717.9,197332,1,0,0,0,0,0,0,0,0,0
"PS","en","Science fiction,Short stories","The Big Trip Up Yonder","Text",597,30240,663,"https://www.gutenberg.org/ebooks/30240",1922,2007,"Vonnegut, Kurt",13,"October 13, 2009",10,"October",2009,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",10.3,12,7.43,700,6.8,73.17,8,7,3.1,0.0602184137101111,0.432263901535119,5.1,15,0.06,18465,128,234,5008.5,3623,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"The Ways of the Planets","Text",597,51284,664,"https://www.gutenberg.org/ebooks/51284",0,0,"Martin, Martha Evans",22,"February 22, 2016",2,"February",2016,7,"image/jpeg,text/html; charset=utf-8,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",14.4,10.86,6.06,3928,11.1,62.01,12.4,12.5,3.1,0.138159552952495,0.48194966544349,4.8,26,0.04,262422,2060,2072,77333.4,54701,1,0,0,0,0,0,0,0,0,0
NA,"en",NA,"Gutenberg, and the Art of Printing","Text",597,51358,665,"https://www.gutenberg.org/ebooks/51358",0,0,"Pearson, Emily Clemens",5,"March 5, 2016",3,"March",2016,7,"image/jpeg,text/plain; charset=utf-8,text/html; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.9,11.84,6.63,7796,8.3,69.11,9.6,5.5,3.1,0.144883475341316,0.504264091485656,5.02,19,0.05,300494,2240,3101,85509.9,59891,1,0,0,0,0,0,0,0,0,0
"PS","en","Erotic literature, American;Prostitutes -- Fiction","The Life and Amours of the Beautiful, Gay and Dashing Kate Percival: The Belle of the Delaware","Text",596,29827,666,"https://www.gutenberg.org/ebooks/29827",0,0,"Percival, Kate",28,"August 28, 2009",8,"August",2009,7,"text/html,text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",10.5,10.04,6.03,3611,8.3,69.11,9.6,10.5,3.1,0.194177968776315,0.510128064642606,4.71,19,0.05,185242,969,2013,54331.2,39324,1,0,0,0,0,0,0,0,0,0
"B,PA","en","Classical literature;Socrates, 470 BC-399 BC;Ethics -- Early works to 1800;Virtue -- Early works to 1800","Meno","Text",594,1643,667,"https://www.gutenberg.org/ebooks/1643",-428,-348,"Plato",1,"February, 1999",2,"February",1999,6,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.5,10.33,6.4,2414,9.1,67.08,10.4,6,3.1,0.153157577436511,0.50593642884978,4.76,21,0.05,105531,708,1050,31353.3,22177,1,0,0,0,0,0,0,0,0,0
"BF","de","Psychoanalysis;Uncanny, The (Psychoanalysis)","Das Unheimliche","Text",594,34222,668,"https://www.gutenberg.org/ebooks/34222",1856,1939,"Freud, Sigmund",6,"November 6, 2010",11,"November",2010,8,"text/plain; charset=utf-8,text/html; charset=iso-8859-1,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",17.2,17.93,8.64,3060,11.1,51.18,10,7.5,8.8,-0.027801513671875,0.5796875,6.07,20,0.05,73165,810,597,18873,12047,0,1,0,0,0,0,0,0,0,0
"PN","en","Public speaking","The Art of Public Speaking","Text",593,16317,669,"https://www.gutenberg.org/ebooks/16317",1867,1946,"Esenwein, J. Berg (Joseph Berg)",17,"July 17, 2005",7,"July",2005,7,"application/rdf+xml,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain",12.1,11.84,6.42,18531,8.3,69.11,9.6,7,3.1,0.130317751229906,0.482180357811636,5.02,19,0.05,798930,6630,8043,229915.8,159258,1,0,0,0,0,0,0,0,0,0
"PN","en","Comedy;Laughter;Philosophy, French","Laughter: An Essay on the Meaning of the Comic","Text",593,4352,670,"https://www.gutenberg.org/ebooks/4352",1859,1941,"Bergson, Henri",1,"August, 2003",8,"August",2003,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",13.6,11.61,6.85,5217,11.1,56.59,11.2,13.5,8.8,0.101137761721286,0.478093683938459,4.93,23,0.04,196153,2070,1677,59532.3,39763,1,0,0,0,0,0,0,0,0,0
"DG","en","Rome -- History","The History of Rome, Books 01 to 08","Text",592,19725,671,"https://www.gutenberg.org/ebooks/19725",0,0,"Livy",6,"November 6, 2006",11,"November",2006,8,"application/rdf+xml,text/plain; charset=utf-8,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",19.3,12.2,6.35,15109,15.4,45.43,15.6,5,8.8,0.114440054872256,0.467117264995607,4.98,34,0.03,1158371,7835,6747,339075.9,232465,1,0,0,0,0,0,0,0,0,0
"PS","en","Two thousand, A.D. -- Fiction;Science fiction;Time travel -- Fiction;Utopian fiction;Social problems -- Fiction;Utopias -- Fiction;Boston (Mass.) -- Fiction","Looking Backward, 2000 to 1887","Text",591,624,672,"https://www.gutenberg.org/ebooks/624",1850,1898,"Bellamy, Edward",1,"August, 1996",8,"August",1996,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",13.2,11.03,6.46,8301,9.9,65.05,11.2,28.5,8.8,0.113582564177633,0.491822376900111,4.83,23,0.04,376018,3338,3276,112193.1,77836,1,0,0,0,0,0,0,0,0,0
"PE","en","English language","The Art Of Writing & Speaking The English Language: Word-Study and Composition & Rhetoric","Text",589,19719,673,"https://www.gutenberg.org/ebooks/19719",1868,1959,"Cody, Sherwin",5,"November 5, 2006",11,"November",2006,8,"text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",12.6,11.55,6.7,7916,9.1,67.08,10.4,8,3.1,0.102656028369517,0.465951659953386,4.97,21,0.05,306618,2148,2903,87502.5,61728,1,0,0,0,0,0,0,0,0,0
"PZ","en","Grandfathers -- Fiction,Switzerland -- History -- 19th century -- Fiction,Orphans -- Fiction,Mountain life -- Switzerland -- Fiction","Heidi: (Gift Edition)","Text",589,20781,674,"https://www.gutenberg.org/ebooks/20781",1827,1901,"Spyri, Johanna",9,"March 9, 2007",3,"March",2007,9,"image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",7.6,9.27,5.49,3934,4.8,83.66,7.2,12,3.1,0.121476705196794,0.500543066680949,4.68,13,0.07,241058,654,3684,66429,51515,1,0,0,0,0,0,0,0,0,0
"HX","en","Utopias -- Early works to 1800","New Atlantis","Text",589,2434,675,"https://www.gutenberg.org/ebooks/2434",1561,1626,"Bacon, Francis",1,"December 2000",12,"December",2000,6,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",17,10.28,7.46,2222,13.4,55.92,14.8,9,3.1,0.166050962870772,0.492268499201674,4.65,32,0.03,73067,374,476,21274.2,15700,1,0,0,0,0,0,0,0,0,0
"PR","en","Repentance -- Fiction,Women -- England -- Fiction,Criminals -- Fiction,Prostitutes -- Fiction,British -- Virginia -- Fiction,London (England) -- Fiction,Picaresque literature,Virginia -- Fiction,Children of prisoners -- Fiction,Adventure stories","The Fortunes and Misfortunes of the Famous Moll Flanders","Text",589,370,676,"https://www.gutenberg.org/ebooks/370",0,1731,"Defoe, Daniel",19,"March 19, 2008",3,"March",2008,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",19.8,8.37,2.86,6757,16.1,54.23,18.8,13,3.1,0.124186806640712,0.511558437669914,4.27,42,0.02,589274,2378,3274,174636,138014,1,0,0,0,0,0,0,0,0,0
"B","en","Socrates, 470 BC-399 BC","Apology, Crito, and Phaedo of Socrates","Text",588,13726,677,"https://www.gutenberg.org/ebooks/13726",-428,-348,"Plato",12,"October 12, 2004",10,"October",2004,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",14.5,9.99,6.37,4429,11.8,59.98,13.2,10.5,3.1,0.134885536046644,0.520694697717562,4.65,28,0.04,242790,1214,1862,70445.7,52171,1,0,0,0,0,0,0,0,0,0
"PR","en","England -- Social life and customs -- 18th century -- Drama,English drama -- 18th century,Nobility -- England -- History -- 18th century -- Drama,Comedies","The School for Scandal","Text",586,1929,678,"https://www.gutenberg.org/ebooks/1929",1751,1816,"Sheridan, Richard Brinsley",1,"October, 1999",10,"October",1999,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.6,12.41,6.84,4493,6.8,73.17,8,6.5,3.1,0.132408488951677,0.543041345302783,5.17,15,0.06,149413,921,1872,41153.4,28881,1,0,0,0,0,0,0,0,0,0
